usuario,pelicula1,pelicula2,pelicula3,pelicula4,pelicula5,pelicula6
User59807,3,5,1,4,5,3
User59808,5,5,3,2,5,4
User59809,2,1,1,1,2,3
User59810,3,2,2,4,4,2
User59811,3,1,1,2,5,5
User59812,2,4,1,3,2,5
User59813,2,5,3,1,5,1
User59814,1,4,2,2,1,4
User59815,4,2,5,1,4,3
User59816,5,1,2,2,2,4
User59817,5,5,3,4,5,2
User59818,3,4,4,4,3,5
User59819,3,1,2,5,1,3
User59820,4,1,2,3,4,3
User59821,5,1,3,3,4,2
User59822,3,5,4,3,2,5
User59823,1,2,3,2,3,4
User59824,2,4,5,4,4,5
User59825,1,4,1,5,5,4
User59826,3,1,5,3,5,2
User59827,3,4,1,4,3,4
User59828,5,4,2,2,2,3
User59829,2,1,1,1,2,3
User59830,5,4,1,4,4,4
User59831,1,4,5,5,3,3
User59832,3,3,1,1,5,5
User59833,2,1,5,2,2,4
User59834,2,3,5,2,1,1
User59835,5,2,1,3,3,2
User59836,2,2,3,1,3,2
User59837,2,1,2,1,5,1
User59838,2,3,4,5,3,4
User59839,4,2,4,3,2,2
User59840,5,1,2,3,4,1
User59841,4,3,3,2,2,2
User59842,3,3,3,5,3,5
User59843,4,4,2,5,3,3
User59844,2,3,1,2,5,4
User59845,4,5,2,4,1,1
User59846,2,3,1,3,2,5
User59847,5,4,1,5,1,4
User59848,3,4,4,1,1,1
User59849,1,2,4,4,2,1
User59850,5,3,3,4,4,1
User59851,5,4,3,2,2,1
User59852,2,2,3,4,3,1
User59853,4,1,1,1,3,1
User59854,2,4,4,3,3,4
User59855,4,3,3,3,2,1
User59856,4,4,3,2,4,3
User59857,1,5,3,1,2,1
User59858,5,2,2,4,2,2
User59859,4,3,2,1,4,4
User59860,5,1,4,3,3,1
User59861,5,3,1,4,5,1
User59862,1,4,5,4,4,2
User59863,1,2,2,2,3,3
User59864,4,2,4,1,3,3
User59865,2,1,1,3,3,3
User59866,1,1,4,1,3,3
User59867,1,2,3,1,1,2
User59868,1,1,5,2,3,1
User59869,2,5,4,5,2,4
User59870,4,2,2,3,4,1
User59871,2,5,2,5,5,2
User59872,3,5,5,1,3,3
User59873,3,5,3,3,5,1
User59874,1,5,1,3,3,2
User59875,5,5,4,1,1,3
User59876,1,1,1,4,4,3
User59877,4,2,1,5,3,3
User59878,2,5,1,1,3,5
User59879,1,1,2,1,3,4
User59880,5,5,4,1,2,5
User59881,4,3,4,3,5,1
User59882,3,1,3,5,3,2
User59883,2,4,1,5,5,4
User59884,5,3,4,2,4,4
User59885,5,3,1,1,1,5
User59886,2,4,1,4,5,4
User59887,5,4,1,3,3,1
User59888,4,3,3,4,1,1
User59889,3,1,4,4,2,2
User59890,4,2,4,2,4,1
User59891,1,1,5,5,1,5
User59892,2,2,1,5,3,1
User59893,5,2,5,3,5,5
User59894,1,3,5,2,1,3
User59895,1,4,5,4,2,5
User59896,1,1,2,4,1,5
User59897,3,1,2,1,2,5
User59898,5,2,1,4,3,1
User59899,2,2,1,4,4,2
User59900,5,3,1,3,5,2
User59901,4,5,3,4,3,1
User59902,4,5,4,5,2,1
User59903,3,3,2,5,1,1
User59904,1,5,1,2,1,1
User59905,3,4,5,5,1,1
User59906,4,3,2,5,4,1
User59907,5,2,1,5,5,5
User59908,4,3,5,3,4,2
User59909,1,3,1,2,2,5
User59910,5,4,4,2,4,1
User59911,5,5,3,1,4,1
User59912,3,2,5,5,1,5
User59913,3,4,3,2,2,2
User59914,3,5,5,5,4,5
User59915,2,3,4,1,4,1
User59916,3,2,3,2,5,4
User59917,1,1,2,1,3,1
User59918,5,1,3,4,2,2
User59919,5,5,4,5,3,1
User59920,4,2,2,4,5,3
User59921,3,5,5,3,3,4
User59922,1,4,4,1,1,3
User59923,3,5,3,2,3,3
User59924,4,5,5,1,2,2
User59925,3,2,2,5,3,3
User59926,2,2,4,4,1,4
User59927,4,4,1,2,1,2
User59928,2,4,2,5,1,1
User59929,5,2,5,1,5,1
User59930,5,5,5,2,4,5
User59931,3,2,4,3,1,3
User59932,5,3,3,1,1,1
User59933,2,1,4,3,5,5
User59934,3,3,1,5,2,5
User59935,1,4,1,1,2,3
User59936,1,3,1,5,5,5
User59937,2,2,3,1,2,1
User59938,4,5,3,3,3,5
User59939,5,4,3,1,2,2
User59940,4,2,5,4,4,2
User59941,4,2,1,5,3,1
User59942,5,3,2,2,1,5
User59943,1,3,3,2,1,1
User59944,2,5,1,5,5,1
User59945,2,4,1,5,3,2
User59946,3,1,5,2,1,4
User59947,4,5,4,1,1,2
User59948,4,4,3,1,3,2
User59949,2,5,5,1,4,2
User59950,4,3,5,4,4,2
User59951,2,1,4,3,4,2
User59952,2,3,2,3,4,1
User59953,1,4,5,5,3,1
User59954,5,3,1,3,5,2
User59955,3,5,4,4,2,4
User59956,2,1,1,2,2,2
User59957,3,2,3,3,3,4
User59958,1,1,3,1,5,4
User59959,2,4,5,2,2,1
User59960,5,4,3,1,3,1
User59961,5,3,5,1,4,3
User59962,3,1,1,5,2,5
User59963,2,1,1,1,2,5
User59964,2,1,5,1,2,4
User59965,5,4,4,3,5,5
User59966,5,5,3,2,3,1
User59967,4,1,2,5,5,3
User59968,2,4,4,3,4,4
User59969,1,3,5,4,4,2
User59970,1,1,2,4,5,3
User59971,2,1,5,5,2,2
User59972,3,1,1,2,3,4
User59973,3,3,4,1,1,3
User59974,2,2,2,1,3,4
User59975,3,3,3,3,5,4
User59976,4,1,1,1,4,3
User59977,1,2,1,1,3,3
User59978,2,2,4,2,3,1
User59979,4,3,4,5,5,2
User59980,2,2,4,1,2,2
User59981,1,3,2,3,4,3
User59982,1,4,1,4,1,1
User59983,2,5,1,3,1,1
User59984,3,1,2,3,1,3
User59985,3,3,4,1,2,4
User59986,4,4,4,4,5,2
User59987,2,3,4,1,4,3
User59988,2,2,5,5,3,3
User59989,4,2,4,3,2,5
User59990,1,4,1,5,1,1
User59991,2,1,2,4,3,5
User59992,2,1,2,3,3,3
User59993,5,3,3,2,4,5
User59994,4,3,1,5,5,3
User59995,3,2,2,1,4,4
User59996,4,2,1,4,2,5
User59997,1,4,2,2,2,5
User59998,2,4,5,4,5,5
User59999,1,3,5,1,4,1
User60000,1,3,1,1,3,1
User60001,3,3,5,1,3,1
User60002,2,2,5,1,5,1
User60003,5,1,3,3,1,4
User60004,4,3,1,3,5,5
User60005,5,3,2,5,2,4
User60006,1,4,1,3,5,4
User60007,3,5,4,3,3,1
User60008,5,4,5,4,4,2
User60009,2,1,2,2,4,4
User60010,4,2,3,3,4,5
User60011,3,4,5,1,2,3
User60012,4,1,5,4,4,5
User60013,4,1,1,5,1,4
User60014,2,4,3,5,2,3
User60015,4,3,3,2,3,1
User60016,2,4,4,2,4,3
User60017,4,2,2,3,4,3
User60018,3,3,4,2,5,3
User60019,3,1,4,2,1,4
User60020,5,3,2,2,2,3
User60021,3,4,1,5,1,1
User60022,4,1,4,2,1,4
User60023,3,4,4,3,3,4
User60024,3,3,2,2,3,2
User60025,4,1,2,4,1,4
User60026,4,3,1,3,4,1
User60027,4,3,1,1,5,1
User60028,4,3,3,1,3,4
User60029,5,2,3,3,1,4
User60030,1,1,5,1,5,3
User60031,3,2,4,2,1,2
User60032,1,4,3,2,5,3
User60033,3,5,4,1,5,5
User60034,3,3,5,1,1,3
User60035,2,4,5,5,4,3
User60036,4,4,3,3,3,2
User60037,2,1,3,4,3,2
User60038,5,1,2,1,4,5
User60039,1,3,3,5,2,1
User60040,4,5,1,2,1,5
User60041,1,3,2,1,4,5
User60042,3,5,3,1,5,2
User60043,5,5,5,1,1,2
User60044,3,3,4,2,5,4
User60045,4,5,1,3,4,2
User60046,1,3,4,4,1,2
User60047,5,1,3,1,3,3
User60048,4,3,1,1,5,5
User60049,2,2,2,1,4,5
User60050,1,5,4,5,2,2
User60051,1,4,4,5,4,4
User60052,3,4,4,2,5,4
User60053,4,2,2,2,5,4
User60054,1,2,3,1,2,5
User60055,4,3,4,3,3,3
User60056,3,4,1,4,4,5
User60057,2,5,3,2,5,4
User60058,1,1,4,1,1,2
User60059,2,2,2,4,1,5
User60060,5,4,2,4,4,5
User60061,3,2,4,2,5,1
User60062,3,3,1,3,5,2
User60063,2,5,1,2,3,2
User60064,5,5,4,5,3,5
User60065,5,4,4,4,4,4
User60066,4,4,3,3,2,4
User60067,1,1,5,2,1,2
User60068,1,5,2,4,3,3
User60069,2,4,4,2,3,3
User60070,3,4,3,1,2,3
User60071,2,2,2,2,2,4
User60072,1,2,2,1,5,5
User60073,1,5,3,5,1,3
User60074,3,5,2,1,5,5
User60075,4,4,2,4,3,1
User60076,1,1,3,5,3,2
User60077,2,3,1,1,2,5
User60078,2,3,3,4,5,2
User60079,2,5,2,4,3,3
User60080,1,3,5,1,1,1
User60081,1,1,1,4,2,2
User60082,1,2,4,5,3,1
User60083,3,3,4,3,5,3
User60084,1,3,4,5,3,1
User60085,3,3,5,2,5,5
User60086,2,1,2,5,3,2
User60087,1,2,5,5,4,3
User60088,4,2,5,2,1,2
User60089,5,1,2,3,5,5
User60090,2,2,3,1,5,2
User60091,3,4,4,5,3,3
User60092,5,1,2,3,5,1
User60093,3,4,2,4,3,2
User60094,1,2,5,1,4,2
User60095,1,1,3,1,3,3
User60096,3,5,3,5,5,3
User60097,3,2,1,3,1,3
User60098,5,5,4,1,2,3
User60099,5,3,4,5,3,3
User60100,4,2,3,5,2,5
User60101,3,2,3,2,5,5
User60102,4,5,1,2,2,1
User60103,5,4,1,2,3,1
User60104,5,4,4,2,1,2
User60105,3,4,1,4,1,3
User60106,5,3,5,3,5,3
User60107,3,3,4,1,5,4
User60108,3,2,5,4,1,3
User60109,1,5,4,3,4,4
User60110,1,1,3,3,5,5
User60111,1,5,3,4,1,3
User60112,2,2,2,5,3,4
User60113,2,1,1,5,1,3
User60114,1,2,2,1,5,3
User60115,4,4,5,4,1,3
User60116,5,4,1,1,1,3
User60117,2,2,1,2,5,3
User60118,4,1,3,2,3,1
User60119,3,4,2,4,1,5
User60120,5,1,4,2,3,2
User60121,3,1,2,5,4,3
User60122,3,2,5,2,2,4
User60123,4,4,2,4,4,2
User60124,2,3,4,1,3,5
User60125,4,4,5,3,1,5
User60126,4,4,2,1,2,5
User60127,1,2,1,3,1,5
User60128,5,1,3,1,3,4
User60129,2,5,5,4,1,4
User60130,1,3,4,3,3,4
User60131,2,5,2,1,4,5
User60132,2,2,4,3,2,2
User60133,5,3,3,3,2,2
User60134,5,1,5,1,3,2
User60135,5,3,2,3,3,2
User60136,4,2,2,1,4,1
User60137,2,5,4,3,4,1
User60138,1,2,1,2,1,5
User60139,1,2,4,4,3,2
User60140,4,1,5,5,4,5
User60141,2,2,5,4,4,1
User60142,4,5,3,1,2,5
User60143,4,3,2,4,2,4
User60144,4,3,3,1,3,4
User60145,2,2,2,1,4,4
User60146,4,5,3,1,2,5
User60147,3,5,3,3,3,5
User60148,3,1,4,2,1,3
User60149,3,4,1,4,4,2
User60150,5,2,2,4,2,3
User60151,1,4,4,3,2,4
User60152,2,2,3,3,2,5
User60153,1,1,5,4,4,3
User60154,5,4,5,2,3,4
User60155,1,1,2,4,3,2
User60156,2,3,4,1,3,5
User60157,4,2,5,5,3,1
User60158,4,4,1,1,4,5
User60159,5,5,1,1,1,4
User60160,5,4,1,3,2,1
User60161,1,2,2,2,3,1
User60162,1,5,2,2,1,2
User60163,5,2,5,5,1,3
User60164,4,4,2,2,5,1
User60165,1,5,3,2,3,4
User60166,5,2,2,3,1,5
User60167,3,2,1,1,1,1
User60168,5,5,2,5,4,1
User60169,4,2,1,2,2,2
User60170,5,2,3,4,4,3
User60171,2,5,2,5,4,3
User60172,1,5,5,1,3,4
User60173,1,3,3,1,5,1
User60174,4,2,5,2,5,2
User60175,2,3,4,4,4,4
User60176,2,2,3,3,5,4
User60177,1,2,4,4,5,2
User60178,1,2,1,3,5,3
User60179,4,3,3,4,1,4
User60180,1,2,5,5,1,1
User60181,4,1,2,5,4,3
User60182,2,1,3,2,1,3
User60183,1,5,2,4,3,4
User60184,1,5,2,1,5,4
User60185,1,3,3,5,5,3
User60186,5,5,1,5,4,5
User60187,5,3,4,4,1,1
User60188,3,4,2,5,5,3
User60189,4,1,1,2,1,5
User60190,1,5,2,5,5,2
User60191,5,2,3,4,1,4
User60192,3,1,5,4,4,5
User60193,3,1,3,3,5,4
User60194,3,2,3,1,5,1
User60195,5,4,4,4,1,3
User60196,2,2,2,2,2,3
User60197,4,2,4,3,1,1
User60198,5,4,5,3,5,5
User60199,3,1,4,2,3,3
User60200,3,1,3,5,5,2
User60201,5,4,1,4,4,2
User60202,4,5,2,3,2,4
User60203,5,4,4,4,1,1
User60204,2,3,3,1,1,3
User60205,1,3,2,5,4,1
User60206,2,1,4,5,5,5
User60207,5,3,1,1,4,2
User60208,4,4,3,5,3,3
User60209,3,5,1,5,2,1
User60210,2,1,2,3,3,1
User60211,5,2,1,2,2,2
User60212,2,4,1,4,5,5
User60213,1,1,5,4,3,1
User60214,3,4,5,5,2,4
User60215,4,4,1,1,2,5
User60216,3,4,1,4,4,3
User60217,2,1,3,5,2,5
User60218,4,5,4,3,3,2
User60219,4,2,4,4,3,2
User60220,2,2,4,3,3,5
User60221,3,3,5,4,4,3
User60222,1,3,5,4,4,3
User60223,4,5,1,1,2,3
User60224,4,5,5,2,5,2
User60225,4,4,2,1,5,5
User60226,2,2,5,3,5,5
User60227,1,2,2,4,5,4
User60228,4,2,5,4,4,3
User60229,5,1,5,4,1,5
User60230,4,1,2,1,4,4
User60231,3,3,2,2,5,1
User60232,3,3,5,4,1,1
User60233,4,4,1,1,4,1
User60234,3,4,1,3,4,5
User60235,1,4,4,1,4,1
User60236,1,1,2,3,5,3
User60237,5,5,2,2,1,4
User60238,4,3,3,1,4,1
User60239,4,2,4,3,2,2
User60240,2,4,1,5,2,4
User60241,2,5,2,5,5,3
User60242,1,3,3,3,2,1
User60243,1,3,4,5,3,3
User60244,5,3,5,4,2,4
User60245,3,5,3,1,3,2
User60246,4,3,4,2,5,5
User60247,3,5,1,4,5,1
User60248,4,3,5,2,5,5
User60249,3,1,2,1,1,3
User60250,4,2,5,2,2,2
User60251,3,1,5,1,4,1
User60252,3,2,1,1,2,1
User60253,5,4,1,5,1,2
User60254,4,1,2,4,3,5
User60255,2,5,4,2,3,4
User60256,5,5,3,3,4,3
User60257,3,4,2,5,5,5
User60258,4,2,4,1,1,4
User60259,4,3,1,3,5,4
User60260,2,1,2,5,1,4
User60261,1,4,2,3,2,3
User60262,2,1,3,3,3,2
User60263,1,2,4,3,5,4
User60264,2,1,3,3,1,2
User60265,1,4,5,5,5,2
User60266,5,3,1,3,5,2
User60267,1,5,4,4,5,1
User60268,1,5,5,5,2,4
User60269,3,2,1,1,3,2
User60270,3,5,2,3,3,2
User60271,5,5,5,2,3,5
User60272,5,5,3,1,1,1
User60273,4,5,3,1,4,1
User60274,3,1,5,3,1,2
User60275,3,4,1,2,4,3
User60276,4,5,1,3,5,2
User60277,2,3,4,1,1,3
User60278,1,2,1,2,3,3
User60279,5,2,5,3,3,5
User60280,4,4,3,1,2,3
User60281,2,5,1,2,3,1
User60282,3,2,1,1,3,2
User60283,4,4,3,2,3,2
User60284,5,1,4,2,1,4
User60285,2,4,4,3,1,5
User60286,3,3,4,5,5,1
User60287,3,4,1,1,2,1
User60288,4,2,4,1,1,1
User60289,4,5,4,3,5,4
User60290,1,4,5,1,3,3
User60291,5,2,3,2,1,2
User60292,2,1,5,1,1,3
User60293,5,3,2,4,4,2
User60294,5,4,3,4,5,3
User60295,1,3,5,3,3,5
User60296,5,4,3,5,2,4
User60297,3,1,4,4,3,3
User60298,2,1,4,2,4,5
User60299,4,3,2,2,1,2
User60300,3,4,2,4,5,3
User60301,4,5,1,3,2,1
User60302,1,3,3,4,4,5
User60303,1,1,1,4,4,5
User60304,5,1,5,3,4,5
User60305,4,5,1,1,1,2
User60306,3,5,2,2,4,5
User60307,3,5,3,1,2,5
User60308,3,3,2,1,2,5
User60309,3,4,5,2,3,1
User60310,5,4,5,5,4,3
User60311,2,4,5,2,2,4
User60312,3,2,3,2,5,3
User60313,3,5,1,1,5,2
User60314,3,5,3,1,1,3
User60315,2,5,1,1,1,2
User60316,5,5,2,5,4,2
User60317,4,1,4,4,2,2
User60318,1,1,5,4,4,3
User60319,1,1,5,1,1,5
User60320,2,5,5,1,5,1
User60321,3,1,3,5,5,1
User60322,2,2,1,2,5,3
User60323,5,5,5,5,5,3
User60324,4,3,1,2,2,2
User60325,2,4,4,3,1,4
User60326,1,2,4,1,2,4
User60327,5,3,3,3,2,1
User60328,3,3,5,2,5,4
User60329,2,2,1,4,1,1
User60330,3,3,1,5,2,4
User60331,5,3,5,3,5,3
User60332,2,3,2,3,3,1
User60333,5,5,2,1,2,1
User60334,1,3,4,3,5,4
User60335,4,3,4,5,3,1
User60336,3,5,3,3,3,5
User60337,1,3,5,4,4,2
User60338,1,2,3,5,1,2
User60339,5,5,4,3,1,5
User60340,3,1,4,4,5,2
User60341,3,2,1,1,2,1
User60342,5,1,3,1,2,1
User60343,1,2,4,3,5,3
User60344,2,3,5,3,1,3
User60345,1,5,4,2,4,4
User60346,2,1,5,4,2,3
User60347,2,3,1,5,1,3
User60348,5,4,5,3,5,5
User60349,4,5,4,5,3,3
User60350,4,1,3,4,2,1
User60351,3,4,3,1,3,1
User60352,3,2,3,1,5,4
User60353,4,4,1,3,2,4
User60354,4,5,4,4,4,1
User60355,4,4,5,3,1,4
User60356,5,2,3,1,2,1
User60357,3,5,5,5,3,3
User60358,4,4,5,4,2,5
User60359,3,2,3,4,5,5
User60360,4,3,2,2,5,3
User60361,2,3,3,3,4,1
User60362,2,3,1,1,3,5
User60363,3,4,4,5,1,4
User60364,1,1,5,3,1,5
User60365,5,1,2,1,3,3
User60366,5,4,1,5,5,1
User60367,1,2,4,3,1,2
User60368,3,2,3,1,5,5
User60369,2,1,1,5,1,3
User60370,4,5,1,1,4,2
User60371,4,4,2,1,4,1
User60372,5,1,2,3,5,4
User60373,1,1,3,3,2,4
User60374,1,5,5,2,2,5
User60375,3,3,1,5,2,4
User60376,2,4,1,2,3,2
User60377,3,1,2,4,1,5
User60378,3,4,4,3,2,4
User60379,4,3,3,5,5,1
User60380,5,2,1,3,1,5
User60381,1,4,5,1,1,2
User60382,4,2,3,2,4,5
User60383,1,5,5,2,2,1
User60384,5,2,5,3,5,4
User60385,1,3,3,4,2,3
User60386,2,2,2,3,1,4
User60387,5,4,3,4,4,4
User60388,1,1,3,4,1,3
User60389,4,5,4,1,5,4
User60390,1,4,2,5,2,2
User60391,1,5,3,5,1,3
User60392,4,2,3,4,1,5
User60393,1,4,2,3,1,2
User60394,4,4,3,4,4,1
User60395,3,4,3,3,4,4
User60396,1,2,4,5,2,5
User60397,5,3,4,2,1,3
User60398,4,3,2,5,3,5
User60399,4,2,5,5,1,4
User60400,3,2,1,2,2,1
User60401,2,1,5,3,2,2
User60402,5,3,1,4,5,4
User60403,5,4,4,1,4,5
User60404,4,4,3,4,3,5
User60405,1,3,4,1,1,4
User60406,2,2,2,5,4,5
User60407,1,3,4,5,3,1
User60408,1,3,2,4,1,4
User60409,5,4,2,4,2,4
User60410,1,3,5,1,2,2
User60411,2,3,3,5,5,1
User60412,1,3,3,3,4,3
User60413,1,2,4,3,3,2
User60414,1,3,2,1,1,5
User60415,3,4,1,5,4,4
User60416,1,4,2,4,2,2
User60417,5,2,3,5,5,1
User60418,2,4,2,1,1,1
User60419,3,4,4,1,3,3
User60420,1,1,1,1,3,5
User60421,3,1,1,4,2,1
User60422,1,4,4,3,4,1
User60423,2,2,3,3,5,4
User60424,4,1,4,4,1,1
User60425,1,3,5,2,5,2
User60426,5,5,5,5,5,1
User60427,3,4,3,5,5,1
User60428,4,4,5,5,1,1
User60429,2,4,3,5,4,2
User60430,5,5,5,5,3,3
User60431,5,1,2,2,4,3
User60432,3,2,4,2,3,5
User60433,1,3,4,2,3,3
User60434,1,2,1,2,4,1
User60435,2,2,3,2,4,2
User60436,5,2,5,2,2,3
User60437,4,4,1,4,1,3
User60438,2,1,3,2,4,4
User60439,1,3,3,5,3,1
User60440,3,1,4,2,2,5
User60441,2,1,2,4,3,1
User60442,1,2,3,1,2,3
User60443,5,2,4,5,1,3
User60444,4,5,3,5,3,5
User60445,5,3,1,5,1,2
User60446,4,5,4,4,5,5
User60447,1,3,1,2,3,4
User60448,3,5,4,1,3,4
User60449,4,1,1,3,4,2
User60450,4,2,1,5,4,1
User60451,2,5,5,2,4,3
User60452,2,5,3,1,5,4
User60453,1,2,1,2,2,1
User60454,3,5,4,3,1,1
User60455,1,3,4,3,1,5
User60456,1,3,5,2,4,4
User60457,2,5,4,2,5,4
User60458,3,2,1,5,2,3
User60459,3,1,3,4,1,2
User60460,5,1,4,1,1,4
User60461,1,3,3,2,4,5
User60462,3,5,2,3,3,1
User60463,3,5,5,2,2,1
User60464,3,1,1,4,3,5
User60465,3,1,2,1,2,3
User60466,4,1,3,1,2,3
User60467,4,1,1,5,2,2
User60468,3,4,3,3,4,5
User60469,5,4,5,5,4,1
User60470,5,1,2,2,5,3
User60471,4,4,3,4,4,3
User60472,5,5,3,3,5,3
User60473,1,3,4,1,1,4
User60474,4,3,2,4,2,2
User60475,3,5,1,2,4,5
User60476,1,3,1,2,5,1
User60477,4,1,1,2,2,1
User60478,4,1,4,2,4,4
User60479,3,5,1,1,4,2
User60480,1,1,1,2,3,2
User60481,5,1,5,3,2,3
User60482,4,3,5,1,5,5
User60483,2,2,5,4,3,4
User60484,5,2,1,3,5,1
User60485,5,5,2,2,1,3
User60486,5,4,1,3,4,1
User60487,2,1,3,3,5,4
User60488,5,5,2,1,2,3
User60489,3,5,3,3,3,4
User60490,2,2,4,2,2,2
User60491,3,3,3,1,5,3
User60492,5,4,2,2,2,2
User60493,3,4,3,2,4,2
User60494,2,5,5,1,2,4
User60495,2,1,5,2,1,5
User60496,2,2,4,2,1,2
User60497,3,1,2,1,2,2
User60498,5,2,5,2,1,1
User60499,1,3,4,3,4,1
User60500,1,1,5,3,2,4
User60501,3,2,3,4,2,5
User60502,5,2,1,1,5,3
User60503,1,1,4,4,3,3
User60504,4,3,2,2,3,3
User60505,3,4,5,1,5,3
User60506,2,3,5,1,1,1
User60507,1,2,1,5,2,1
User60508,2,4,2,2,3,2
User60509,2,5,1,2,1,5
User60510,1,1,5,2,2,2
User60511,4,1,4,1,3,5
User60512,2,3,4,4,1,1
User60513,5,4,1,2,4,4
User60514,1,1,3,5,1,2
User60515,3,3,2,1,3,2
User60516,4,4,5,4,5,1
User60517,4,4,4,4,5,1
User60518,4,1,1,3,4,3
User60519,2,5,2,1,1,4
User60520,1,2,2,3,3,3
User60521,1,3,5,3,2,2
User60522,1,1,5,4,1,1
User60523,1,3,5,5,1,2
User60524,2,3,3,1,3,2
User60525,1,2,3,2,2,4
User60526,4,2,4,1,1,2
User60527,1,4,2,3,1,5
User60528,5,3,1,4,5,3
User60529,5,5,1,4,1,1
User60530,3,5,5,1,1,2
User60531,2,5,3,3,5,1
User60532,5,3,4,4,1,3
User60533,2,3,1,5,4,1
User60534,2,5,2,5,4,3
User60535,4,2,2,3,5,1
User60536,5,2,2,3,3,4
User60537,2,1,5,3,5,2
User60538,2,1,1,3,5,3
User60539,3,2,1,2,3,1
User60540,3,2,4,5,5,3
User60541,4,1,5,1,3,5
User60542,4,4,3,2,5,3
User60543,3,1,1,4,4,2
User60544,4,2,1,3,1,3
User60545,4,5,3,2,5,3
User60546,2,4,4,5,5,2
User60547,1,2,4,4,2,2
User60548,4,2,3,3,4,2
User60549,3,4,5,1,4,1
User60550,3,2,5,2,1,2
User60551,2,3,2,1,1,4
User60552,5,3,3,3,3,1
User60553,1,4,4,1,5,1
User60554,5,1,5,4,3,5
User60555,3,3,2,1,2,4
User60556,5,1,2,4,4,3
User60557,4,2,4,3,2,5
User60558,4,2,5,2,3,2
User60559,1,4,5,5,4,2
User60560,4,5,3,1,4,2
User60561,2,2,2,3,3,3
User60562,2,3,2,4,1,2
User60563,3,1,2,4,5,2
User60564,2,2,1,3,5,4
User60565,1,4,2,4,5,2
User60566,4,5,2,3,2,4
User60567,4,1,5,4,5,4
User60568,1,1,3,3,4,3
User60569,5,4,4,2,2,1
User60570,1,5,4,2,1,4
User60571,5,5,1,4,4,2
User60572,1,5,3,3,5,2
User60573,1,5,2,4,5,4
User60574,2,2,5,3,1,1
User60575,5,1,3,3,5,1
User60576,4,5,3,2,4,1
User60577,4,2,2,2,2,4
User60578,2,2,5,5,1,3
User60579,5,5,3,5,4,5
User60580,5,3,2,3,1,2
User60581,4,1,2,4,1,5
User60582,2,5,3,1,5,2
User60583,3,3,2,1,2,5
User60584,4,2,2,2,1,3
User60585,2,5,2,2,2,5
User60586,1,3,1,2,2,4
User60587,4,1,2,2,3,4
User60588,1,2,2,3,4,5
User60589,5,5,1,4,5,3
User60590,3,4,2,1,1,2
User60591,3,1,5,3,4,5
User60592,1,3,4,1,1,3
User60593,1,2,3,2,3,1
User60594,5,2,4,5,4,1
User60595,5,1,5,3,3,5
User60596,1,2,2,5,4,2
User60597,5,3,2,3,1,1
User60598,4,1,2,3,5,1
User60599,5,1,3,1,5,1
User60600,4,5,2,5,4,5
User60601,5,2,1,1,2,4
User60602,5,2,4,1,1,3
User60603,5,2,1,4,1,2
User60604,2,4,3,5,4,3
User60605,3,5,5,1,4,5
User60606,4,5,3,1,4,2
User60607,1,3,5,2,3,3
User60608,1,4,3,2,1,1
User60609,2,5,4,4,4,5
User60610,2,3,4,4,4,4
User60611,1,5,3,1,3,2
User60612,5,5,5,1,2,4
User60613,3,3,5,2,3,1
User60614,5,1,4,5,4,2
User60615,2,4,4,3,2,2
User60616,3,5,2,4,5,3
User60617,1,1,1,2,3,5
User60618,1,1,2,4,1,2
User60619,2,4,4,1,5,1
User60620,3,5,4,3,3,3
User60621,5,1,4,4,4,3
User60622,2,3,1,5,4,1
User60623,1,5,2,1,2,5
User60624,5,4,4,2,2,3
User60625,1,3,5,2,4,1
User60626,5,1,1,5,1,4
User60627,3,4,4,2,5,4
User60628,3,3,2,4,3,4
User60629,4,4,1,4,3,5
User60630,3,1,1,1,3,5
User60631,2,4,4,1,5,1
User60632,5,3,1,2,3,3
User60633,1,2,1,4,1,3
User60634,4,4,2,2,4,1
User60635,3,3,2,3,1,2
User60636,3,3,3,3,5,1
User60637,5,1,2,1,5,4
User60638,2,5,5,3,1,2
User60639,1,2,5,3,4,5
User60640,3,4,4,3,4,4
User60641,1,2,5,2,5,2
User60642,4,2,2,4,2,3
User60643,2,2,4,5,4,5
User60644,3,4,3,1,1,3
User60645,4,3,1,5,1,2
User60646,3,5,5,5,2,3
User60647,2,1,3,2,2,1
User60648,4,5,5,1,2,4
User60649,4,2,3,5,2,3
User60650,1,1,1,5,4,5
User60651,4,1,5,4,4,3
User60652,4,4,3,5,3,4
User60653,2,3,3,4,1,1
User60654,1,3,4,1,5,5
User60655,4,4,1,4,5,4
User60656,3,2,5,4,2,4
User60657,3,2,4,2,1,2
User60658,5,5,3,2,1,5
User60659,4,2,4,2,3,5
User60660,1,5,2,4,3,5
User60661,2,1,1,2,3,2
User60662,1,5,5,2,4,3
User60663,5,5,4,1,2,4
User60664,3,1,1,2,1,5
User60665,2,5,5,3,1,3
User60666,5,4,5,4,3,2
User60667,4,4,1,1,3,3
User60668,3,3,4,1,5,4
User60669,5,5,4,5,2,4
User60670,5,2,4,1,5,1
User60671,4,1,3,4,3,1
User60672,2,2,5,2,4,1
User60673,2,1,2,4,3,4
User60674,5,1,2,2,4,5
User60675,4,4,2,1,1,3
User60676,5,3,3,1,1,3
User60677,5,2,1,1,5,4
User60678,5,2,4,4,3,2
